fico_range_low,annual_inc,dti,loan_amnt,revol_bal,loan_status
690,67992.0,24.76,12000,32992,1
685,90000.0,17.73,25000,12351,0
660,80323.0,25.44,5000,10472,1
685,51000.0,4.85,6000,4084,0
690,100000.0,26.39,30000,57611,1
665,58500.0,27.38,17000,20018,1
735,58822.0,19.26,23000,27023,1
680,124302.0,12.63,3575,9703,1
745,600000.0,14.2,35000,392353,1
745,50000.0,18.87,12000,9994,1
720,48876.0,15.98,20000,15096,1
715,104000.0,22.74,15000,6016,1
665,38000.0,27.07,9600,2345,0
710,190000.0,9.27,30000,33854,1
730,103000.0,26.26,24000,92619,1
685,73000.0,21.75,17000,12691,1
660,45000.0,16.11,16125,34958,1
670,210000.0,14.85,10000,126481,1
665,32000.0,15.38,2550,6007,1
680,75000.0,29.92,14400,32591,1
675,45000.0,29.81,18250,33114,1
660,29047.0,24.13,10000,11964,1
665,45000.0,18.77,7475,3199,1
745,60000.0,19.77,20000,8971,1
670,105000.0,4.81,5000,9869,1
660,31000.0,28.26,9900,4806,0
660,65000.0,25.39,24000,20003,0
695,110000.0,14.23,15600,14868,1
700,110000.0,1.3,13275,1964,0
670,70000.0,10.56,5000,16877,1
670,100000.0,4.9,7000,7168,1
695,46000.0,22.49,10000,8907,0
700,66000.0,26.56,19900,14997,1
725,75000.0,7.87,7750,5796,1
745,55000.0,11.01,12000,48849,1
670,127000.0,6.83,15000,3363,1
765,30000.0,21.72,2000,1564,1
690,57000.0,27.29,20000,10163,1
690,47000.0,25.69,11000,6634,0
720,96000.0,23.04,26000,14877,1
665,85000.0,23.91,24000,15651,1
660,60000.0,10.46,10000,6163,1
680,55000.0,30.96,23000,18745,0
720,154000.0,16.44,35000,21198,1
695,50000.0,20.19,21000,23313,1
695,100500.0,33.18,25000,65801,1
665,60000.0,27.79,20000,21485,1
670,22880.0,6.51,8125,1667,1
715,40000.0,26.92,3200,7877,1
725,58000.0,24.5,22025,16503,1
665,125000.0,30.21,9000,26776,0
700,47000.0,45.43,15000,18489,1
730,58500.0,16.41,12000,37708,1
660,100000.0,9.3,10000,4139,1
685,35000.0,18.69,2400,3008,1
685,35000.0,22.5,8000,6593,1
710,37000.0,28.35,13100,19170,0
665,110000.0,27.42,17000,37137,1
680,36000.0,20.73,1350,2296,1
665,35000.0,29.49,5000,10916,1
680,35000.0,29.12,9000,7807,1
720,74000.0,29.17,20000,33774,1
685,70000.0,11.85,19775,16411,1
720,60000.0,16.26,12000,6981,1
720,113000.0,21.96,22000,6078,1
670,65000.0,14.31,3500,2652,1
695,85000.0,2.89,24000,11105,1
720,138000.0,19.68,30000,246060,1
665,29138.0,4.32,2000,1588,1
695,180000.0,7.7,8000,18039,1
685,96000.0,19.98,35000,56373,0
680,40000.0,22.5,12000,24917,1
710,105000.0,8.81,15000,17278,1
700,62000.0,19.67,20000,7064,1
670,60000.0,29.54,14000,22276,1
680,35000.0,18.31,11175,7704,1
665,90000.0,22.96,14000,12022,1
660,165000.0,19.71,10000,68332,1
660,30000.0,12.2,12600,3294,1
675,50415.0,10.09,2600,1665,1
670,50000.0,16.9,4800,11274,1
705,44000.0,21.82,6000,4222,1
695,110000.0,3.95,25000,1180,1
695,75000.0,12.06,4000,9185,0
670,118200.0,27.75,16800,37475,1
675,34500.0,21.74,12325,10117,1
665,70000.0,11.02,5375,3249,1
720,90000.0,22.31,14000,24407,1
665,80000.0,8.69,12000,14012,1
695,90000.0,9.7,30000,24394,1
700,165000.0,17.53,6400,25184,1
760,105000.0,16.9,25000,8381,1
660,29500.0,10.17,6500,5733,1
665,90000.0,18.52,28250,20359,1
815,120000.0,18.72,35000,6506,1
725,54678.0,18.83,13200,16838,1
670,35000.0,39.4,6000,7285,1
675,52000.0,27.99,15000,27636,1
665,70000.0,20.85,13000,26322,1
735,170000.0,20.93,35000,30252,1
705,50000.0,14.35,4000,11504,1
705,80000.0,37.7,10000,32628,1
675,44000.0,17.92,5000,6130,1
705,74500.0,10.92,13750,8215,1
680,65000.0,11.45,16000,17771,1
760,86000.0,20.35,10000,7446,1
735,132000.0,7.65,33000,45736,1
680,39000.0,38.89,17150,14212,0
670,45200.0,41.87,3500,15153,0
680,137000.0,18.88,18000,24683,1
680,50000.0,27.59,10000,21547,1
690,90000.0,12.89,35000,41927,1
700,61878.0,18.54,25900,11829,1
765,105000.0,10.43,10000,5879,1
700,30000.0,26.24,9800,8851,1
665,105000.0,6.05,13725,427,0
750,35000.0,16.15,17300,20481,1
670,50000.0,27.87,8000,18264,1
710,250000.0,15.68,30000,156864,1
690,76000.0,5.48,12000,12004,1
750,80000.0,11.52,35000,12095,1
675,34000.0,25.03,6800,20727,0
710,62000.0,7.18,12825,3182,1
670,85000.0,16.94,35000,6949,0
710,19200.0,30.38,30800,19779,1
695,120000.0,6.99,35000,11663,1
670,35000.0,28.29,14000,7172,0
685,188000.0,5.43,30000,7121,0
670,47000.0,24.39,6400,10355,1
690,52000.0,20.45,6600,5967,1
735,75000.0,18.81,6700,14431,1
685,53000.0,6.14,3900,1640,1
680,35000.0,11.21,6000,5379,1
670,45000.0,25.12,16000,8803,1
825,50000.0,22.95,16000,1540,1
675,25977.0,32.58,2000,1481,0
665,115600.0,19.93,10000,24439,1
705,100351.0,19.93,6000,151,1
675,70000.0,25.42,30000,46478,1
660,23920.0,30.75,7750,4845,0
740,27000.0,8.31,7000,7421,1
665,75000.0,15.02,18000,6191,0
670,80000.0,20.33,20000,9726,1
690,60000.0,14.62,27600,11848,1
700,155000.0,6.94,35000,30335,0
675,31000.0,34.49,6000,6798,1
685,82000.0,14.44,15000,6318,1
690,35000.0,8.74,12000,9952,1
695,72946.0,38.4,33550,37179,0
760,93000.0,6.99,16000,7217,1
675,33000.0,20.0,4800,2939,1
670,110000.0,16.92,35000,7170,1
695,67945.0,30.7,16000,15557,1
670,75000.0,14.17,14000,7653,1
705,63000.0,7.22,12000,12141,1
710,145000.0,16.01,27000,22895,1
750,120000.0,18.45,35000,36610,1
720,38000.0,1.58,12000,2298,1
670,36000.0,22.03,10000,2949,1
760,20000.0,13.22,7500,7769,1
680,40000.0,7.69,7200,2970,1
685,55000.0,18.77,14000,12000,1
760,80000.0,8.84,8000,7941,1
665,38000.0,33.83,9600,5548,1
685,78000.0,29.77,10000,32921,1
690,185000.0,7.37,27000,16750,1
710,56000.0,17.94,20000,10349,1
665,39400.0,18.03,12000,10948,1
685,85000.0,29.47,7500,43414,1
735,47000.0,20.89,18800,37485,1
670,30000.0,8.4,5700,2847,1
695,25000.0,27.36,10000,8844,1
675,74000.0,13.51,3300,549,1
725,130000.0,15.35,33225,38713,1
670,84000.0,17.88,33200,11886,0
705,40000.0,6.84,15625,7679,1
675,43000.0,30.03,12000,11865,1
795,60000.0,8.12,18125,1016,1
675,40000.0,23.52,10000,10164,0
665,39175.17,15.32,4200,3194,1
660,180000.0,11.13,21000,14610,1
725,100000.0,16.87,35000,27646,0
800,60000.0,12.92,10000,10652,1
745,100000.0,9.78,21000,9360,0
700,70000.0,17.9,24250,39126,1
660,175000.0,12.97,18000,31236,1
675,60000.0,15.58,3000,5951,1
660,130000.0,24.91,35000,26330,0
755,77150.72,29.13,21625,9760,1
810,50000.0,0.96,8000,369,1
660,57000.0,8.4,10525,5367,1
680,50000.0,17.61,12000,6528,1
685,92000.0,28.91,34725,17147,0
690,110000.0,19.19,24000,39532,0
700,60000.0,31.02,27575,39152,1
675,41000.0,17.24,14750,14526,1
660,70000.0,24.73,35000,13355,1
705,114000.0,13.07,20000,22845,1
695,54000.0,12.96,10000,5822,1
685,70000.0,17.9,3000,4949,1
730,50000.0,25.58,24000,12776,1
700,80915.0,21.6,6400,11398,1
680,44000.0,18.06,5400,4145,1
740,96966.0,11.04,20000,30393,1
705,90000.0,17.75,6000,9774,1
680,215000.0,9.0,35000,45615,1
675,75000.0,8.91,1000,10765,1
680,115000.0,20.77,24000,16314,0
660,75510.0,10.09,12150,12781,1
705,129560.0,11.35,35000,46522,1
695,85000.0,36.03,35000,23630,1
720,58719.0,31.25,29350,43246,1
715,65000.0,14.42,12000,11895,1
735,110000.0,18.01,25000,46250,1
685,55000.0,8.86,14400,12102,1
685,60500.0,9.72,16000,16486,1
720,150000.0,13.85,20000,27130,1
675,110600.0,20.77,20000,22027,0
680,48000.0,22.24,9600,2213,1
665,38000.0,4.61,7000,2939,1
710,115000.0,8.34,10000,10756,1
700,110000.0,21.45,21000,43263,1
725,175000.0,18.5,30000,21831,1
665,55000.0,20.31,19000,10998,1
695,68500.0,24.54,10000,12345,1
680,33000.0,39.85,6550,3283,0
665,32000.0,12.0,6400,8694,1
730,80000.0,11.88,7000,4939,1
705,110000.0,21.7,35000,14936,1
660,65000.0,17.56,1200,14211,1
665,220000.0,6.02,10000,7773,1
730,82000.0,12.82,28000,32102,1
665,60000.0,21.88,10000,11580,1
660,43000.0,16.89,10000,4352,1
770,45000.0,6.16,12000,17517,1
685,39000.0,32.45,14000,13076,1
675,77000.0,19.04,8000,7142,1
660,25000.0,14.35,7300,2642,1
770,60000.0,13.48,30000,13115,1
795,39862.0,22.98,5000,6941,1
705,59800.0,31.37,2000,26082,1
695,65000.0,31.33,2000,25303,1
675,25000.0,10.08,6000,3196,1
675,46000.0,22.28,4000,6427,1
680,81000.0,24.56,7500,1484,1
665,42000.0,16.15,7200,20489,1
730,40976.0,18.57,1700,4169,1
665,80000.0,15.47,5000,28977,1
670,75000.0,19.25,12025,4008,1
760,57000.0,4.86,9200,7981,1
670,110000.0,18.52,13000,18895,1
660,65000.0,10.03,12000,3864,1
665,3000000.0,0.47,10000,4759,0
700,32000.0,9.19,12775,4995,1
685,94000.0,7.77,17600,10255,0
730,60000.0,19.79,24000,14957,1
765,156000.0,19.17,14000,63940,1
760,160000.0,6.62,12000,4852,1
670,80000.0,22.7,4200,23212,1
720,110000.0,10.36,24000,47290,1
680,160000.0,11.58,35000,148417,1
680,120000.0,11.26,34750,9263,1
665,107000.0,19.44,22000,3042,0
660,137000.0,14.01,32625,23517,1
785,142090.0,9.97,20000,12212,1
725,50000.0,19.78,14000,5929,1
680,55000.0,34.96,14000,12048,0
685,160000.0,8.92,7200,10413,1
765,95000.0,17.09,24000,2438,1
685,70000.0,13.96,13000,10042,1
685,55000.0,7.87,13000,6383,1
725,120000.0,15.09,5000,26483,1
670,27000.0,11.69,8400,7530,1
680,135000.0,9.82,20000,27143,1
660,72000.0,9.2,14000,4705,1
680,52000.0,16.41,9000,6399,1
700,24000.0,25.0,3500,3022,0
690,70000.0,18.45,7000,34664,1
700,39500.0,22.83,17350,21455,0
660,85000.0,24.74,12000,32867,0
720,76800.0,8.2,10000,22950,1
710,150000.0,7.89,28000,82872,1
785,50000.0,13.15,18000,19944,1
680,29000.0,29.47,9900,8673,1
700,74000.0,14.04,6000,4489,1
690,82000.0,25.11,21000,46216,1
665,115000.0,30.57,19300,20843,0
670,119000.0,18.64,2400,14649,0
675,50000.0,23.26,8000,18880,1
700,115000.0,17.44,18100,29068,1
820,130000.0,15.03,9600,0,1
665,53000.0,38.97,8275,29792,1
670,32000.0,26.86,5600,5255,1
690,50000.0,24.44,16800,18766,0
690,40000.0,18.66,12000,14994,1
695,60000.0,19.53,6000,6689,1
800,64560.0,9.8,6000,2902,1
725,40000.0,28.2,15000,7594,1
740,55000.0,20.53,25000,36931,1
660,40000.0,28.74,4500,8730,1
810,53300.0,13.91,10000,2601,1
675,60000.0,5.56,10000,12614,1
700,90000.0,29.35,28500,39905,1
680,138000.0,18.39,30000,6476,0
695,45000.0,14.21,18850,23538,1
670,60000.0,21.2,20000,5878,0
755,75000.0,20.21,14275,22104,1
660,40000.0,4.47,6000,6015,1
715,33000.0,22.86,3500,7612,1
675,130000.0,1.96,9000,8367,1
660,82000.0,27.59,5000,19515,1
660,41500.0,27.65,17000,15104,0
665,86000.0,18.28,25000,10404,0
665,60000.0,15.74,10000,4139,0
685,54000.0,23.73,16100,20028,1
690,48734.0,14.41,3000,1529,1
710,20000.0,20.77,6000,20742,1
715,80000.0,24.96,18150,27160,1
670,65000.0,11.67,10000,26080,1
685,70000.0,11.86,6500,7794,1
660,65200.0,12.33,16800,11903,1
685,60000.0,13.8,20000,19075,1
670,75000.0,18.18,12000,20959,1
725,54000.0,4.6,6000,11416,1
760,300000.0,11.63,10000,0,1
695,45000.0,18.45,15000,7971,1
670,65000.0,17.89,10000,7195,1
675,50000.0,14.11,11500,4968,1
665,39500.0,21.24,4800,1387,1
685,97000.0,22.68,16800,22819,0
685,55000.0,6.85,6000,4143,1
670,46320.0,22.4,10000,8837,1
695,38400.0,24.09,4200,4175,1
660,40000.0,28.08,20000,9288,1
665,13956.0,19.26,5850,2940,1
680,42000.0,8.43,11350,11929,1
725,42700.0,18.18,15050,50056,1
730,105000.0,16.38,12000,129819,1
675,60000.0,17.2,24000,9836,0
770,75000.0,10.6,16000,7440,1
665,35000.0,18.11,6000,4135,1
775,29537.0,22.31,9225,1715,1
750,65000.0,31.2,3000,7532,1
695,150000.0,11.56,12000,17213,1
670,60750.0,34.69,16000,14405,1
680,130000.0,15.48,15000,13809,1
670,90000.0,39.16,5000,84447,1
675,70000.0,13.8,25000,18307,1
670,89000.0,22.99,29975,3597,0
720,52000.0,26.4,2500,12293,1
710,65000.0,24.03,21000,4656,1
670,45000.0,23.6,10000,8046,1
660,70000.0,16.91,29325,13732,1
710,24000.0,23.87,5000,5331,1
675,35000.0,20.93,3200,19985,1
675,60000.0,21.9,10000,8198,0
670,40000.0,27.09,8000,3569,0
705,82000.0,14.44,16000,19306,1
705,38000.0,21.42,7600,15103,1
700,112500.0,9.89,24000,36674,1
685,181250.0,23.59,23700,18653,1
670,54000.0,22.01,4000,1716,1
695,60000.0,19.94,27325,12650,1
680,54052.0,16.16,16000,10776,1
660,35000.0,30.32,12525,7087,1
660,57298.0,34.63,4650,8586,1
660,62000.0,20.65,27850,13165,1
700,96000.0,33.39,17000,15004,1
710,48000.0,31.58,7000,35033,1
695,60000.0,21.62,10000,18353,1
670,98000.0,19.99,14000,13032,0
710,68000.0,22.7,18000,226422,1
705,57000.0,18.99,18000,26343,1
680,58000.0,34.41,11000,9444,1
660,136000.0,2.49,35000,17749,0
775,43000.0,0.7,6500,73,1
705,78000.0,10.97,20000,12650,1
730,74600.0,15.38,16800,19392,1
670,48000.0,38.7,12400,29178,0
685,40000.0,16.53,11525,3370,1
700,37000.0,36.81,10000,15999,1
690,82000.0,10.8,23950,6413,1
685,20016.0,13.67,8925,7197,1
695,65000.0,34.82,13600,16899,0
690,85000.0,25.28,16000,12667,1
715,101000.0,18.99,25000,24520,1
700,85766.0,29.58,23000,23437,1
740,560000.0,2.6,12000,6384,1
690,65000.0,14.96,30000,17185,0
675,63000.0,8.7,25000,3795,1
740,119000.0,18.95,30000,29036,1
665,82000.0,17.28,6000,32432,1
715,38610.0,2.27,10000,3095,1
670,80000.0,17.15,6000,6563,1
680,86000.0,21.67,18000,19119,1
685,36000.0,33.53,7000,10400,1
665,50000.0,31.81,10000,12064,1
690,87500.0,9.52,12000,16584,1
700,93848.0,16.88,20000,6650,1
740,108000.0,20.66,15600,34226,1
665,40000.0,6.72,7000,5641,1
665,125000.0,23.8,19000,53417,1
660,49180.0,15.13,7200,9655,1
740,176000.0,4.48,29000,7721,1
730,83769.0,33.9,33150,65507,0
700,100000.0,10.82,15000,17883,1
745,150000.0,22.52,16050,119295,1
685,75000.0,19.58,35000,36126,1
700,130000.0,5.33,25000,28406,1
680,32850.0,7.93,9000,6944,1
685,157000.0,13.83,9000,7857,1
660,45000.0,13.97,7000,3593,1
670,49000.0,16.14,5000,664,1
660,115000.0,22.4,24000,6177,0
685,58112.12,26.0,20325,12805,1
690,37000.0,17.35,7000,3693,1
720,83751.0,21.94,16000,20469,1
695,51000.0,11.39,8000,9164,1
665,80000.0,4.94,7000,7332,1
695,67353.0,15.66,2000,6542,1
750,90000.0,14.93,15000,4148,1
690,50000.0,35.33,2000,2697,1
675,90000.0,20.21,10800,18951,1
670,68000.0,10.36,7225,5545,1
705,70000.0,21.69,16000,30983,1
685,36000.0,19.83,4875,2028,0
670,45000.0,25.09,16000,12919,0
730,70000.0,14.71,10000,11735,1
660,40000.0,23.19,10000,10624,1
710,60000.0,19.0,13500,35207,1
760,95000.0,34.1,9225,56016,1
675,99000.0,13.66,24000,24136,1
665,40000.0,19.29,12000,4907,1
720,125000.0,14.5,25000,32528,1
720,76000.0,12.55,20000,22367,1
660,46000.0,23.13,17925,7871,1
680,200592.0,27.82,32000,21391,1
675,175000.0,13.27,25000,26282,1
660,40000.0,29.73,5875,1394,1
660,70000.0,12.6,12000,2685,0
685,60000.0,11.12,12000,14100,1
670,24330.0,12.09,1200,8427,1
700,120000.0,12.72,7500,4989,1
675,58000.0,11.88,14600,25865,1
735,130000.0,20.07,18000,12826,1
685,100000.0,1.15,7000,3356,1
765,53000.0,18.66,3000,67637,1
735,31000.0,17.38,2400,2324,1
665,60000.0,23.86,7500,20813,1
750,350000.0,4.57,20000,30514,1
695,120000.0,4.66,11725,11747,1
675,15000.0,21.92,4500,4681,1
675,65000.0,25.57,10000,8344,1
715,52000.0,24.67,12000,12713,1
665,35134.0,20.43,14000,9298,0
705,96820.0,11.14,21000,35218,1
810,75000.0,12.88,7500,5022,1
710,50000.0,11.52,6500,3572,1
660,63000.0,11.37,8000,2526,1
665,30000.0,14.0,5950,2883,1
735,98280.0,26.43,24575,19720,1
670,62000.0,33.74,13000,19381,1
725,52000.0,15.92,5000,4761,1
745,38000.0,11.28,7000,7423,1
675,175000.0,13.1,20000,11609,1
705,64500.0,21.8,12600,10534,1
705,80000.0,17.03,10000,7399,1
660,95000.0,9.98,3750,1975,1
695,85000.0,13.05,18000,7053,1
745,68000.0,3.07,4000,3942,1
680,31000.0,39.02,5200,6819,1
665,41000.0,32.03,9000,9972,1
680,195000.0,10.62,35000,2588,0
665,65000.0,17.41,15000,7172,1
705,86500.0,15.93,14000,23945,1
670,50000.0,20.16,12000,10715,0
685,82000.0,14.71,18000,15062,1
715,75000.0,21.21,35000,39769,1
670,41000.0,18.71,16375,16394,1
685,28000.0,17.87,10000,12315,1
660,30000.0,6.6,10800,3965,0
695,75000.0,20.93,5000,13115,1
695,45000.0,14.35,19800,9298,1
785,82000.0,16.84,10000,68424,1
810,76000.0,18.25,30000,11775,1
695,55000.0,19.49,24000,44030,1
670,38000.0,35.0,2100,16572,1
660,40000.0,19.5,12000,46093,1
685,33000.0,12.29,3000,12813,1
710,72800.0,18.19,18000,8167,1
695,85000.0,38.97,20000,12266,1
740,70000.0,29.4,2500,4240,1
705,64000.0,26.61,6000,4277,1
725,90000.0,8.33,4750,2390,1
675,60000.0,22.53,10000,10576,0
710,50000.0,36.37,22950,8908,0
660,33000.0,29.2,13200,5839,0
770,53000.0,14.92,15000,1187,0
660,45000.0,35.47,20000,14391,0
690,38000.0,23.59,15000,29721,1
695,100000.0,15.73,5000,38976,1
695,132000.0,13.49,5000,38658,1
720,50600.0,8.73,15000,13963,1
705,68250.0,9.13,5950,309,1
680,110000.0,29.59,21000,12156,1
665,40000.0,19.26,11000,8850,1
695,85000.0,12.42,20000,22285,1
670,45000.0,16.29,3000,2842,1
680,63000.0,20.51,20000,20630,1
705,110000.0,3.61,10200,1644,1
670,125000.0,14.39,25000,30015,1
665,50000.0,19.37,7600,14581,1
670,45000.0,23.6,11200,3477,1
705,100000.0,9.74,25000,24097,1
720,200000.0,20.97,36000,55960,1
720,120000.0,13.48,15000,8891,1
705,100000.0,16.03,12000,10611,1
700,34000.0,36.67,10000,8067,0
660,20041.0,8.74,1400,3332,1
660,78520.0,20.55,18000,12132,1
680,78000.0,9.69,20000,17745,1
660,90000.0,15.55,24475,8314,1
665,53000.0,16.17,13200,5216,1
685,65000.0,17.47,13000,11012,0
700,20000.0,32.17,9175,17102,1
670,24000.0,15.8,7000,11129,1
670,41600.0,21.26,8400,23377,0
700,25000.0,19.83,11500,19473,0
660,45000.0,21.79,12000,13074,1
690,28000.0,3.39,8400,2190,1
685,50000.0,19.97,6000,6365,1
665,35000.0,16.56,15000,19364,1
680,80000.0,26.87,9200,24619,1
665,47000.0,27.96,15000,15224,1
675,72000.0,20.8,5000,18627,1
785,183000.0,1.72,40000,1718,0
665,44470.4,12.6,3000,2715,0
700,125000.0,13.85,24000,32759,1
690,85000.0,18.55,20000,8415,1
670,80000.0,24.15,11000,11141,1
670,62400.0,24.06,8025,6136,1
675,70000.0,14.02,14000,14875,1
660,50000.0,22.25,15000,11162,1
675,146000.0,5.14,7000,8784,1
710,27000.0,19.02,8475,4988,1
705,82000.0,11.2,6000,13850,1
680,56000.0,24.15,20000,21750,0
660,20000.0,8.7,5000,4905,0
750,60000.0,13.88,6000,5354,1
765,120000.0,15.46,16000,17400,1
670,62000.0,30.57,1200,44359,1
685,90000.0,14.28,6500,6834,1
705,80000.0,1.05,6000,1502,1
670,125000.0,11.83,35000,27220,1
710,46200.0,31.4,15450,14033,1
700,120000.0,5.34,35000,25245,1
690,50000.0,5.41,7500,7524,1
680,67000.0,20.2,5500,5446,1
695,63500.0,16.03,6500,8187,1
675,29000.0,20.57,4800,8086,1
700,75000.0,20.72,4000,1944,1
675,90000.0,22.87,35000,4225,1
715,300000.0,14.7,35000,32024,0
685,135000.0,19.4,10000,20404,1
710,30000.0,8.72,10000,7504,1
710,74626.0,17.3,24000,23226,1
665,60000.0,29.78,16000,17040,0
665,43000.0,31.31,15475,5180,0
695,83000.0,12.74,30000,14427,1
685,60500.0,23.65,9600,11533,1
700,58000.0,37.35,14000,10197,1
680,40000.0,28.65,10000,8155,1
700,92000.0,29.69,10000,19212,1
675,42000.0,48.75,11050,10854,0
705,59000.0,9.85,7000,3368,1
685,24960.0,9.23,8450,8279,1
680,75000.0,30.32,14000,2774,0
680,138000.0,2.47,15000,8345,1
705,136000.0,8.84,20000,23251,1
695,65000.0,9.6,9750,3901,1
750,110000.0,18.03,24375,14407,1
660,100000.0,18.34,10025,14255,1
685,39000.0,12.25,9600,6877,1
670,82000.0,12.04,8500,8243,1
685,90000.0,24.37,6000,4274,1
675,132000.0,21.73,26650,27806,1
755,55000.0,31.4,11000,16010,1
700,30000.0,15.72,12000,11023,0
685,151000.0,19.89,5000,12296,1
695,62000.0,13.3,4000,10116,1
675,42000.0,19.06,3600,4915,1
695,63000.0,28.4,16000,17353,1
725,35000.0,22.02,4000,6343,1
705,90000.0,14.23,12000,3841,1
690,39000.0,21.69,11675,2832,1
680,38500.0,20.36,14575,37277,1
780,28000.0,14.52,9500,5184,1
755,55000.0,19.94,3500,2522,1
745,50000.0,23.93,5000,16803,1
670,110000.0,0.0,7000,0,1
700,41600.0,9.75,3500,4394,1
665,35000.0,23.42,15400,7062,1
670,70000.0,11.09,13000,12711,1
715,99000.0,15.97,30000,24491,1
670,49000.0,21.68,14600,7987,0
715,52000.0,18.26,23900,25173,1
675,35000.0,7.57,5500,4649,1
690,110000.0,8.61,32000,22493,1
695,24000.0,21.6,10000,14163,1
680,35000.0,21.73,15750,14001,0
685,65000.0,22.39,10000,3342,1
665,55000.0,31.53,7500,7696,1
670,71757.0,16.74,12925,2846,1
665,95000.0,13.81,4075,6211,1
685,325000.0,3.32,35000,157046,1
770,84000.0,11.57,11900,7571,1
665,53000.0,11.44,15000,14649,0
775,90000.0,15.37,20000,19193,1
695,224000.0,15.85,33500,11570,0
690,49000.0,10.09,7000,4403,1
680,50000.0,47.52,6950,50272,1
710,56000.0,24.0,17600,15081,1
695,33000.0,36.95,10000,4598,0
710,14760.0,13.5,5000,4237,1
695,22080.0,33.32,9600,14085,1
680,48000.0,17.03,19000,18859,1
665,45000.0,26.91,6500,8828,1
665,65000.0,16.93,8000,7635,1
720,95000.0,21.5,35000,18613,1
705,21600.0,20.33,4000,10326,1
675,75000.0,25.79,20000,40318,0
675,30000.0,16.86,12000,9593,0
670,42540.0,23.64,18000,25934,0
675,140000.0,9.63,7200,6638,1
730,55000.0,23.09,10000,11795,1
680,50000.0,0.19,9000,8,1
665,98000.0,7.08,13000,10523,0
785,28800.0,17.63,7000,262,1
665,60000.0,35.67,6000,13861,1
675,75000.0,6.91,10000,108515,1
725,55000.0,21.58,8350,8729,1
670,98000.0,12.33,11000,8391,1
660,65000.0,15.56,10000,9725,1
680,31800.0,21.28,8000,10142,1
695,45000.0,25.57,12500,5713,1
665,18000.0,7.2,4800,1696,1
690,40000.0,18.42,10000,3217,1
670,78000.0,20.62,10000,13695,1
700,65000.0,27.33,15000,14370,1
685,47025.0,16.87,3600,1986,1
680,95000.0,16.84,7600,84562,1
710,108000.0,12.92,24000,27834,1
660,47000.0,1.76,11825,1731,1
690,27560.0,17.73,9000,4899,1
710,96000.0,6.96,30000,182,1
710,110000.0,17.12,12600,12632,1
670,51000.0,16.38,10800,5971,1
710,75000.0,24.31,27150,23528,1
720,108000.0,17.74,5800,14567,1
720,160000.0,16.88,16000,19184,1
680,55000.0,22.89,25300,25035,0
780,95000.0,8.08,4000,6854,1
665,60000.0,12.96,10000,9771,1
670,30000.0,15.6,9550,11088,1
680,56160.0,15.04,20000,12983,1
695,101400.0,18.26,35000,62060,1
725,74000.0,20.74,18000,10019,0
675,54000.0,10.27,16500,5859,0
670,90000.0,23.08,35000,34775,1
665,50000.0,16.9,18000,6152,1
665,90000.0,19.25,19000,21976,1
690,100000.0,12.7,35000,154578,1
665,132000.0,20.9,30000,30620,1
670,125000.0,22.76,21000,26656,0
675,68000.0,30.04,7500,4826,1
665,60000.0,5.0,6025,3704,1
695,146000.0,8.07,12000,12097,1
745,62000.0,16.78,14350,6849,1
740,100000.0,16.99,20000,9230,1
750,83000.0,7.11,13000,69914,1
675,120000.0,18.85,8400,8754,1
685,220000.0,9.29,22400,17830,1
690,80000.0,14.67,12000,11838,1
665,25000.0,24.29,7475,11142,1
675,30000.0,33.01,10800,5389,1
725,60520.0,6.39,10000,13024,1
710,27000.0,35.24,13500,14318,1
675,100000.0,8.46,21000,12265,1
690,65000.0,22.4,24000,24308,1
685,98000.0,13.56,11200,26522,1
665,65000.0,30.65,20000,6231,0
690,72000.0,21.03,20625,23072,0
705,39000.0,21.82,8000,13360,1
665,60000.0,8.78,11200,8916,1
715,64000.0,30.34,28150,11095,1
690,95000.0,10.59,17000,15678,1
690,73000.0,3.85,10000,9445,1
660,55000.0,16.7,3000,24390,1
660,75000.0,12.69,12000,6483,1
690,36000.0,27.43,5125,2771,1
685,140000.0,24.98,14000,52196,1
665,26000.0,29.22,10850,11644,0
675,73000.0,25.81,20000,16421,0
685,35325.0,13.97,9850,8584,1
700,105000.0,20.77,18000,13145,1
700,44600.0,20.48,10000,5429,1
675,46000.0,27.81,8550,4494,0
670,165000.0,14.57,20000,23975,1
690,60000.0,5.78,7550,6535,1
765,24000.0,20.19,8000,10482,0
700,30000.0,34.76,10000,10140,1
690,60000.0,12.87,10000,2008,1
670,85000.0,10.12,18400,13879,0
675,55000.0,25.33,4200,14663,1
690,61000.0,26.46,10000,34248,1
675,92800.0,5.75,15000,11708,1
680,98000.0,21.48,15000,24679,1
660,74000.0,18.15,8000,6795,1
710,39000.0,13.23,14025,12880,1
665,58000.0,19.53,7475,6198,1
660,119790.0,11.44,25000,13869,1
695,47000.0,5.67,10000,4344,1
715,180000.0,9.24,35000,74236,1
730,46608.0,5.9,15000,3250,1
675,450000.0,11.61,15000,74565,1
660,69400.0,26.27,20825,36955,1
730,96000.0,16.15,26000,25882,1
770,31000.0,25.24,7500,5844,1
670,105000.0,16.51,21000,32661,0
685,33000.0,21.24,3500,7155,1
715,40200.0,8.42,12000,10593,1
675,17000.0,17.8,6000,9704,1
695,63000.0,18.65,25000,25063,1
680,52000.0,23.05,13000,12334,1
680,95000.0,6.97,5000,10438,1
